,,Delivery Date,Fuel Type,Tank #,Building,Gallons,Unit Cost,Cost
,,12/24/2018,#2 HEATING OIL,21,Davis Center,231.70,2.177300,504.48
,,12/24/2018,#2 HEATING OIL,24,Dorr NHM,101.50,2.177300,221.00
,,12/24/2018,LIQUID PROPANE,8,Arts & Sci + Gates,785.20,1.195860,938.99
,,12/26/2018,#2 HEATING OIL,17,Blair Tyson,381.30,2.179500,831.04
,,12/28/2018,DYED KEROSENE,1,Peach House,75.30,2.430300,183.00
,,12/28/2018,#2 HEATING OIL,24,Dorr NHM,119.70,2.122600,254.08
,,12/28/2018,DYED KEROSENE,26,Witchcliff,96.40,2.430300,234.28
,,12/28/2018,#2 HEATING OIL,3,Seafox,281.60,2.122600,597.72
,,12/28/2018,#2 HEATING OIL,33,PRF,106.60,2.202600,234.80
,,12/28/2018,LIQUID PROPANE,35,B&G,42.30,1.214610,51.38
,,12/31/2018,#2 HEATING OIL,4,Cottage,127.90,2.109700,269.83
,,12/31/2018,#2 HEATING OIL,5,Turrets,302.10,2.109700,637.34
,,12/31/2018,LIQUID PROPANE,8,Arts & Sci + Gates,583.10,1.207110,703.87
,,12/31/2018,LIQUID PROPANE,8,Arts & Sci + Gates,188.50,1.207110,227.54
,,01/02/2019,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,12.40,1.201920,14.90
,,01/02/2019,#2 HEATING OIL,24,Dorr NHM,112.70,2.104700,237.20
,,01/04/2019,#2 HEATING OIL,11,Kaelber,1799.90,2.170700,3907.04
,,01/04/2019,#2 HEATING OIL,17,Blair Tyson,346.20,2.170700,751.50
,,01/04/2019,#2 HEATING OIL,21,Davis Center,220.50,2.170700,478.64
,,01/04/2019,LIQUID PROPANE,35,B&G,39.90,1.195670,47.71
,,01/07/2019,#2 HEATING OIL,24,Dorr NHM,123.10,2.163000,266.27
,,01/09/2019,#2 HEATING OIL,3,Seafox,207.80,2.216300,460.55
,,01/09/2019,LIQUID PROPANE,35,B&G,27.40,1.188170,32.56
,,01/09/2019,LIQUID PROPANE,37,Turrets Annex,215.50,1.188170,256.05
,,01/09/2019,LIQUID PROPANE,8,Arts & Sci + Gates,768.40,1.188170,912.99
,,01/11/2019,LIQUID PROPANE,10,Hatchery,73.50,1.226920,90.18
,,01/11/2019,#2 HEATING OIL,24,Dorr NHM,15.10,2.297900,34.70
,,01/11/2019,#2 HEATING OIL,24,Dorr NHM,83.40,2.297900,191.64
,,01/11/2019,#2 HEATING OIL,29,Studio 5+6,126.60,2.297900,290.91
,,01/14/2019,#2 HEATING OIL,17,Blair Tyson,354.00,2.269000,803.23
,,01/15/2019,LIQUID PROPANE,14,171 Beech Hill Road,21.70,1.260670,27.36
,,01/16/2019,#2 HEATING OIL,21,Davis Center,272.40,2.261500,616.03
,,01/16/2019,#2 HEATING OIL,24,Dorr NHM,157.50,2.261500,356.19
,,01/16/2019,#2 HEATING OIL,33,PRF,138.00,2.341500,323.13
,,01/16/2019,LIQUID PROPANE,35,B&G,39.10,1.242550,48.58
,,01/16/2019,LIQUID PROPANE,8,Arts & Sci + Gates,844.30,1.242550,1049.08
,,01/18/2019,DYED KEROSENE,1,Peach House,129.60,2.718800,352.36
,,01/18/2019,#2 HEATING OIL,24,Dorr NHM,61.60,2.272600,139.99
,,01/18/2019,DYED KEROSENE,26,Witchcliff,181.40,2.718800,493.19
,,01/18/2019,DYED KEROSENE,27,Witchcliff Apartments,160.10,2.718800,435.28
,,01/18/2019,LIQUID PROPANE,9,Pottery Studio,30.60,1.235670,37.81
,,01/21/2019,#2 HEATING OIL,11,Kaelber,1091.80,2.304300,2515.83
,,01/21/2019,#2 HEATING OIL,3,Seafox,295.10,2.304300,680.00
,,01/21/2019,#2 HEATING OIL,5,Turrets,417.70,2.304300,962.51
,,01/21/2019,LIQUID PROPANE,7,Kaelber,410.80,1.247550,512.49
,,01/21/2019,LIQUID PROPANE,8,Arts & Sci + Gates,355.00,1.247550,442.88
,,01/23/2019,#2 HEATING OIL,20,Carriage,174.30,2.292600,399.60
,,01/23/2019,#2 HEATING OIL,24,Dorr NHM,161.90,2.292600,371.17
,,01/23/2019,LIQUID PROPANE,37,Turrets Annex,187.30,1.242360,232.69
,,01/25/2019,#2 HEATING OIL,17,Blair Tyson,535.90,2.277100,1220.30
,,01/25/2019,#2 HEATING OIL,21,Davis Center,211.80,2.277100,482.29
,,01/25/2019,LIQUID PROPANE,35,B&G,49.80,1.242990,61.90
,,01/28/2019,#2 HEATING OIL,24,Dorr NHM,107.70,2.270900,244.58
,,01/29/2019,LIQUID PROPANE,32,BHF Farm House,44.60,1.222990,54.55
,,01/30/2019,#2 HEATING OIL,3,Seafox,194.10,2.276500,441.87
,,01/30/2019,LIQUID PROPANE,8,Arts & Sci + Gates,800.50,1.230490,985.00
,,02/01/2019,#2 HEATING OIL,11,Kaelber,1000.00,2.257900,2257.90
,,02/01/2019,#2 HEATING OIL,17,Blair Tyson,275.40,2.257900,621.83
,,02/01/2019,#2 HEATING OIL,21,Davis Center,159.30,2.257900,359.68
,,02/01/2019,#2 HEATING OIL,24,Dorr NHM,122.70,2.257900,277.04
,,02/01/2019,DYED KEROSENE,26,Witchcliff,148.30,2.694100,399.54
,,02/01/2019,#2 HEATING OIL,33,PRF,119.30,2.337900,278.91
,,02/04/2019,LIQUID PROPANE,35,B&G,57.70,1.257360,72.55
,,02/04/2019,#2 HEATING OIL,4,Cottage,205.60,2.291700,471.17
,,02/04/2019,LIQUID PROPANE,8,Arts & Sci + Gates,473.40,1.257360,595.23
,,02/06/2019,#2 HEATING OIL,24,Dorr NHM,125.00,2.278500,284.81
,,02/06/2019,#2 HEATING OIL,5,Turrets,299.90,2.278500,683.32
,,02/08/2019,DYED KEROSENE,1,Peach House,113.20,2.717200,307.59
,,02/08/2019,LIQUID PROPANE,10,Hatchery,64.50,1.178940,76.04
,,02/08/2019,DYED KEROSENE,27,Witchcliff Apartments,115.90,2.717200,314.92
,,02/08/2019,#2 HEATING OIL,3,Seafox,172.80,2.281500,394.24
,,02/11/2019,#2 HEATING OIL,24,Dorr NHM,128.40,2.289500,293.97
,,02/14/2019,#2 HEATING OIL,17,Blair Tyson,537.20,2.309800,1240.82
,,02/14/2019,#2 HEATING OIL,21,Davis Center,279.70,2.309800,646.05
,,02/14/2019,LIQUID PROPANE,37,Turrets Annex,250.80,1.212690,304.14
,,02/15/2019,#2 HEATING OIL,24,Dorr NHM,113.30,2.338600,264.96
,,02/15/2019,DYED KEROSENE,26,Witchcliff,116.00,2.778300,322.28
,,02/15/2019,#2 HEATING OIL,33,PRF,91.10,2.418600,220.33
,,02/15/2019,LIQUID PROPANE,35,B&G,69.70,1.214560,84.65
,,02/15/2019,LIQUID PROPANE,35,B&G,16.10,1.214560,19.55
,,02/15/2019,LIQUID PROPANE,8,Arts & Sci + Gates,937.10,1.214560,1138.16
,,02/15/2019,LIQUID PROPANE,9,Pottery Studio,53.80,1.214560,65.34
,,02/18/2019,#2 HEATING OIL,20,Carriage,133.30,2.382300,317.56
,,02/18/2019,#2 HEATING OIL,29,Studio 5+6,208.00,2.382300,495.52
,,02/19/2019,LIQUID PROPANE,38,BHF New Greenhouse,7.20,1.245810,8.97
,,02/20/2019,#2 HEATING OIL,11,Kaelber,1300.00,2.356600,3063.58
,,02/20/2019,#2 HEATING OIL,24,Dorr NHM,135.90,2.356600,320.26
,,02/22/2019,#2 HEATING OIL,17,Blair Tyson,347.90,2.396800,833.85
,,02/22/2019,#2 HEATING OIL,3,Seafox,297.00,2.396800,711.85
,,02/22/2019,#2 HEATING OIL,5,Turrets,292.90,2.396800,702.02
,,02/22/2019,LIQUID PROPANE,8,Arts & Sci + Gates,669.00,1.278010,854.99
,,02/25/2019,#2 HEATING OIL,24,Dorr NHM,126.20,2.391600,301.82
,,02/25/2019,LIQUID PROPANE,35,B&G,84.60,1.283010,108.54
,,02/26/2019,LIQUID PROPANE,14,171 Beech Hill Road,22.40,1.268010,28.40
,,02/26/2019,#2 HEATING OIL,21,Davis Center,270.80,2.335100,632.35
,,03/01/2019,DYED KEROSENE,1,Peach House,90.60,2.794000,253.14
,,03/01/2019,#2 HEATING OIL,24,Dorr NHM,140.70,2.383800,335.40
,,03/01/2019,DYED KEROSENE,26,Witchcliff,129.70,2.794000,362.38
,,03/01/2019,DYED KEROSENE,27,Witchcliff Apartments,138.20,2.794000,386.13
,,03/01/2019,LIQUID PROPANE,8,Arts & Sci + Gates,706.60,1.246760,880.96
,,03/04/2019,LIQUID PROPANE,35,B&G,59.40,1.237390,73.50
,,03/04/2019,LIQUID PROPANE,37,Turrets Annex,217.90,1.237390,269.63
,,03/05/2019,LIQUID PROPANE,8,Arts & Sci + Gates,303.70,1.242390,377.31
,,03/06/2019,#2 HEATING OIL,17,Blair Tyson,501.90,2.396900,1203.00
,,03/06/2019,#2 HEATING OIL,24,Dorr NHM,125.60,2.396900,301.05
,,03/06/2019,#2 HEATING OIL,3,Seafox,262.70,2.396900,629.67
,,03/06/2019,LIQUID PROPANE,31,Davis Village,158.10,1.246140,197.01
,,03/06/2019,#2 HEATING OIL,4,Cottage,174.40,2.396900,418.02
,,03/08/2019,LIQUID PROPANE,10,Hatchery,72.50,1.253640,90.89
,,03/08/2019,#2 HEATING OIL,21,Davis Center,243.40,2.398200,583.72
,,03/08/2019,#2 HEATING OIL,33,PRF,159.60,2.478200,395.52
,,03/11/2019,#2 HEATING OIL,11,Kaelber,1549.90,2.378800,3686.90
,,03/11/2019,#2 HEATING OIL,24,Dorr NHM,135.60,2.378800,322.57
,,03/11/2019,LIQUID PROPANE,35,B&G,58.40,1.236760,72.23
,,03/11/2019,#2 HEATING OIL,5,Turrets,338.50,2.378800,805.22
,,03/15/2019,#2 HEATING OIL,24,Dorr NHM,78.10,2.360400,184.35
,,03/15/2019,DYED KEROSENE,26,Witchcliff,103.50,2.751600,284.79
,,03/15/2019,LIQUID PROPANE,8,Arts & Sci + Gates,822.40,1.256140,1033.05
,,03/15/2019,LIQUID PROPANE,9,Pottery Studio,35.80,1.256140,44.97
,,03/16/2019,LIQUID PROPANE,38,BHF New Greenhouse,70.50,1.256140,88.56
,,03/17/2019,#2 HEATING OIL,1,Peach House,100.10,2.360400,236.28
,,03/18/2019,#2 HEATING OIL,17,Blair Tyson,352.20,2.343200,825.28
,,03/18/2019,#2 HEATING OIL,20,Carriage,149.50,2.343200,350.31
,,03/18/2019,#2 HEATING OIL,29,Studio 5+6,2.60,2.343200,6.09
,,03/18/2019,#2 HEATING OIL,3,Seafox,221.60,2.343200,519.25
,,03/18/2019,LIQUID PROPANE,35,B&G,34.90,1.246140,43.49
,,03/20/2019,#2 HEATING OIL,24,Dorr NHM,114.10,2.377700,271.30
,,03/20/2019,DYED KEROSENE,27,Witchcliff Apartments,106.60,2.757400,293.94
,,03/22/2019,#2 HEATING OIL,21,Davis Center,229.80,2.372900,545.29
,,03/25/2019,#2 HEATING OIL,24,Dorr NHM,96.20,2.351700,226.23
,,03/25/2019,LIQUID PROPANE,37,Turrets Annex,224.00,1.195700,267.84
,,03/26/2019,LIQUID PROPANE,38,BHF New Greenhouse,125.40,1.194450,149.78
,,03/27/2019,#2 HEATING OIL,29,Studio 5+6,179.10,2.374700,425.31
,,03/27/2019,LIQUID PROPANE,35,B&G,43.60,1.206320,52.60
,,03/27/2019,LIQUID PROPANE,8,Arts & Sci + Gates,1045.60,1.206320,1261.33
,,03/29/2019,#2 HEATING OIL,33,PRF,117.20,2.438800,285.83
,,04/01/2019,#2 HEATING OIL,11,Kaelber,1020.90,2.357200,2406.47
,,04/01/2019,#2 HEATING OIL,24,Dorr NHM,145.10,2.357200,342.03
,,04/01/2019,#2 HEATING OIL,5,Turrets,252.10,2.357200,594.25
,,04/01/2019,LIQUID PROPANE,8,Arts & Sci + Gates,270.30,1.068820,288.90
,,04/03/2019,#2 HEATING OIL,3,Seafox,268.80,2.390700,642.62
,,04/04/2019,LIQUID PROPANE,38,BHF New Greenhouse,111.60,1.061320,118.44
,,04/05/2019,LIQUID PROPANE,10,Hatchery,66.80,1.047570,69.98
,,04/05/2019,#2 HEATING OIL,17,Blair Tyson,549.20,2.392700,1314.07
,,04/05/2019,#2 HEATING OIL,17,Blair Tyson,5.10,2.392700,12.20
,,04/08/2019,#2 HEATING OIL,24,Dorr NHM,189.30,2.420700,458.24
,,04/08/2019,#2 HEATING OIL,26,Witchcliff,148.60,2.420700,359.72
,,04/08/2019,LIQUID PROPANE,35,B&G,41.40,1.046320,43.32
,,04/09/2019,LIQUID PROPANE,14,171 Beech Hill Road,32.60,1.062570,34.64
,,04/09/2019,LIQUID PROPANE,32,BHF Farm House,36.80,1.062570,39.10
,,04/10/2019,#2 HEATING OIL,21,Davis Center,253.90,2.423200,615.25
,,04/10/2019,#2 HEATING OIL,4,Cottage,147.90,2.423200,358.39
,,04/12/2019,LIQUID PROPANE,9,Pottery Studio,20.10,1.108820,22.29
,,04/16/2019,LIQUID PROPANE,38,BHF New Greenhouse,148.70,1.076950,160.14
,,04/16/2019,LIQUID PROPANE,8,Arts & Sci + Gates,994.50,1.076950,1071.03
,,04/17/2019,#2 HEATING OIL,1,Peach House,117.60,2.455500,288.77
,,04/18/2019,#2 HEATING OIL,24,Dorr NHM,224.70,2.442500,548.83
,,04/18/2019,#2 HEATING OIL,3,Seafox,236.40,2.442500,577.41
,,04/25/2019,LIQUID PROPANE,38,BHF New Greenhouse,80.70,1.106320,89.28
,,04/26/2019,#2 HEATING OIL,24,Dorr NHM,76.30,2.471400,188.57
,,04/26/2019,LIQUID PROPANE,37,Turrets Annex,240.80,1.106320,266.40
,,04/29/2019,#2 HEATING OIL,17,Blair Tyson,524.90,2.471400,1297.24
,,04/29/2019,LIQUID PROPANE,35,B&G,76.50,1.085070,83.01
,,05/02/2019,LIQUID PROPANE,8,Arts & Sci + Gates,679.90,1.033820,702.90
,,05/03/2019,#2 HEATING OIL,27,Witchcliff Apartments,159.30,2.434600,387.83
,,05/06/2019,LIQUID PROPANE,10,Hatchery,32.70,1.001320,32.74
,,05/06/2019,#2 HEATING OIL,20,Carriage,144.10,2.427000,349.73
,,05/06/2019,#2 HEATING OIL,24,Dorr NHM,211.50,2.427000,513.31
,,05/08/2019,#2 HEATING OIL,11,Kaelber,1460.80,2.401900,3508.70
,,05/08/2019,#2 HEATING OIL,21,Davis Center,229.10,2.401900,550.28
,,05/08/2019,#2 HEATING OIL,3,Seafox,254.80,2.401900,612.00
,,05/09/2019,LIQUID PROPANE,38,BHF New Greenhouse,102.80,1.010070,103.84
,,05/10/2019,#2 HEATING OIL,26,Witchcliff,123.30,2.407900,296.89
,,05/10/2019,#2 HEATING OIL,33,PRF,179.80,2.487900,447.32
,,05/10/2019,#2 HEATING OIL,5,Turrets,275.30,2.407900,662.89
,,05/10/2019,LIQUID PROPANE,9,Pottery Studio,6.40,1.017570,6.51
,,05/13/2019,LIQUID PROPANE,7,Kaelber,288.00,1.030070,296.66
,,05/16/2019,LIQUID PROPANE,14,171 Beech Hill Road,29.20,1.010070,29.49
,,05/16/2019,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,67.60,1.010070,68.28
,,05/17/2019,#2 HEATING OIL,24,Dorr NHM,210.90,2.491000,525.35
,,05/22/2019,LIQUID PROPANE,35,B&G,50.20,0.985700,49.48
,,05/22/2019,LIQUID PROPANE,8,Arts & Sci + Gates,800.10,0.985700,788.66
,,05/24/2019,#2 HEATING OIL,17,Blair Tyson,485.20,2.324200,1127.70
,,05/24/2019,#2 HEATING OIL,24,Dorr NHM,118.00,2.324200,274.26
,,05/29/2019,#2 HEATING OIL,3,Seafox,247.90,2.354300,583.63
,,05/30/2019,LIQUID PROPANE,38,BHF New Greenhouse,57.30,0.943820,54.08
,,05/30/2019,LIQUID PROPANE,38,BHF New Greenhouse,71.00,0.943820,67.01
,,05/31/2019,#2 HEATING OIL,24,Dorr NHM,119.50,2.276800,272.08
,,06/12/2019,LIQUID PROPANE,37,Turrets Annex,241.10,0.835510,201.44
,,06/26/2019,LIQUID PROPANE,14,171 Beech Hill Road,27.20,0.881140,23.97
,,06/28/2019,#2 HEATING OIL,24,Dorr NHM,223.20,2.305500,514.59
,,07/05/2019,#2 HEATING OIL,17,Blair Tyson,541.40,2.257700,1222.32
,,07/15/2019,LIQUID PROPANE,10,Hatchery,1.50,0.909890,1.36
,,07/19/2019,#2 HEATING OIL,21,Davis Center,199.70,2.219000,443.13
,,07/25/2019,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,88.30,0.903450,79.77
,,08/01/2019,LIQUID PROPANE,14,171 Beech Hill Road,17.20,0.865950,14.89
,,08/09/2019,#2 HEATING OIL,3,Seafox,267.00,2.129300,568.52
,,08/09/2019,#2 HEATING OIL,33,PRF,134.20,2.209300,296.49
,,08/23/2019,#2 HEATING OIL,1,Peach House,109.10,2.203700,240.42
,,08/30/2019,#2 HEATING OIL,11,Kaelber,351.70,2.241400,788.30
,,08/30/2019,#2 HEATING OIL,11,Kaelber,651.40,2.241400,1460.05
,,09/06/2019,#2 HEATING OIL,17,Blair Tyson,429.90,2.264400,973.47
,,09/09/2019,#2 HEATING OIL,24,Dorr NHM,18.60,2.276200,42.34
,,09/11/2019,#2 HEATING OIL,20,Carriage,91.00,2.306600,209.90
,,09/11/2019,DYED KEROSENE,27,Witchcliff Apartments,152.30,2.654800,404.33
,,09/11/2019,#2 HEATING OIL,29,Studio 5+6,201.40,2.306600,464.55
,,09/12/2019,LIQUID PROPANE,14,171 Beech Hill Road,29.10,0.852630,24.81
,,09/13/2019,LIQUID PROPANE,35,B&G,36.60,0.832010,30.45
,,09/13/2019,LIQUID PROPANE,8,Arts & Sci + Gates,204.40,0.832010,170.06
,,09/13/2019,LIQUID PROPANE,8,Arts & Sci + Gates,610.10,0.832010,507.61
,,09/19/2019,DYED KEROSENE,26,Witchcliff,142.50,2.710000,386.18
,,09/19/2019,LIQUID PROPANE,38,BHF New Greenhouse,102.00,0.868260,88.56
,,09/20/2019,LIQUID PROPANE,37,Turrets Annex,109.40,0.872630,95.47
,,09/27/2019,#2 HEATING OIL,24,Dorr NHM,221.70,2.315900,513.44
,,09/30/2019,#2 HEATING OIL,3,Seafox,201.20,2.312400,465.25
,,09/30/2019,LIQUID PROPANE,35,B&G,10.30,0.874700,9.01
,,09/30/2019,#2 HEATING OIL,4,Cottage,142.10,2.312400,328.59
,,10/02/2019,#2 HEATING OIL,17,Blair Tyson,297.00,2.277800,676.51
,,10/02/2019,#2 HEATING OIL,24,Dorr NHM,4.20,2.277800,9.57
,,10/03/2019,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,23.30,0.980950,22.86
,,10/08/2019,LIQUID PROPANE,38,BHF New Greenhouse,36.00,0.976570,35.16
,,10/09/2019,#2 HEATING OIL,24,Dorr NHM,129.50,2.277100,294.88
,,10/09/2019,#2 HEATING OIL,5,Turrets,147.70,2.277100,336.33
,,10/11/2019,LIQUID PROPANE,7,Kaelber,312.00,1.010970,315.42
,,10/11/2019,LIQUID PROPANE,8,Arts & Sci + Gates,413.00,1.010970,417.53
,,10/14/2019,LIQUID PROPANE,10,Hatchery,18.50,1.010970,18.70
,,10/16/2019,#2 HEATING OIL,21,Davis Center,134.10,2.276500,305.28
,,10/18/2019,#2 HEATING OIL,24,Dorr NHM,194.30,2.314600,449.73
,,10/21/2019,#2 HEATING OIL,3,Seafox,247.60,2.313600,572.85
,,10/21/2019,LIQUID PROPANE,35,B&G,12.20,1.010970,12.33
,,10/23/2019,#2 HEATING OIL,11,Kaelber,699.60,2.310200,1616.22
,,10/23/2019,#2 HEATING OIL,33,PRF,164.60,2.390200,393.43
,,10/24/2019,LIQUID PROPANE,14,171 Beech Hill Road,23.60,1.010970,23.86
,,10/24/2019,LIQUID PROPANE,38,BHF New Greenhouse,23.10,1.010970,23.35
,,10/25/2019,#2 HEATING OIL,17,Blair Tyson,448.90,2.357300,1058.19
,,10/25/2019,#2 HEATING OIL,24,Dorr NHM,179.30,2.357300,422.66
,,10/25/2019,LIQUID PROPANE,9,Pottery Studio,77.00,1.010970,77.84
,,11/01/2019,#2 HEATING OIL,24,Dorr NHM,166.30,2.236300,371.90
,,11/01/2019,LIQUID PROPANE,8,Arts & Sci + Gates,554.10,1.010970,560.18
,,11/06/2019,#2 HEATING OIL,24,Dorr NHM,132.40,2.317600,306.85
,,11/06/2019,#2 HEATING OIL,3,Seafox,207.60,2.317600,481.13
,,11/06/2019,LIQUID PROPANE,37,Turrets Annex,174.40,1.010970,176.31
,,11/08/2019,DYED KEROSENE,1,Peach House,151.00,2.664400,402.32
,,11/08/2019,#2 HEATING OIL,24,Dorr NHM,58.80,2.287800,134.52
,,11/08/2019,DYED KEROSENE,26,Witchcliff,199.70,2.664400,532.08
,,11/08/2019,DYED KEROSENE,27,Witchcliff Apartments,119.70,2.664400,318.93
,,11/08/2019,LIQUID PROPANE,35,B&G,35.10,1.010970,35.49
,,11/08/2019,LIQUID PROPANE,38,BHF New Greenhouse,41.70,1.010970,42.16
,,11/11/2019,LIQUID PROPANE,10,Hatchery,4.60,1.010970,4.65
,,11/11/2019,#2 HEATING OIL,17,Blair Tyson,209.50,2.283600,478.41
,,11/13/2019,#2 HEATING OIL,21,Davis Center,230.40,2.260100,520.73
,,11/13/2019,#2 HEATING OIL,24,Dorr NHM,159.70,2.260100,360.94
,,11/15/2019,#2 HEATING OIL,24,Dorr NHM,68.50,2.275400,155.86
,,11/15/2019,#2 HEATING OIL,3,Seafox,174.60,2.275400,397.28
,,11/15/2019,LIQUID PROPANE,8,Arts & Sci + Gates,1118.10,1.010970,1130.37
,,11/18/2019,#2 HEATING OIL,20,Carriage,143.80,2.312200,332.49
,,11/18/2019,#2 HEATING OIL,5,Turrets,270.80,2.312200,626.14
,,11/20/2019,#2 HEATING OIL,24,Dorr NHM,160.60,2.221600,356.79
,,11/20/2019,#2 HEATING OIL,33,PRF,129.90,2.301600,298.98
,,11/20/2019,LIQUID PROPANE,35,B&G,61.60,1.010970,62.28
,,11/22/2019,#2 HEATING OIL,11,Kaelber,1200.00,2.308900,2770.68
,,11/22/2019,#2 HEATING OIL,24,Dorr NHM,52.70,2.308900,121.68
,,11/22/2019,DYED KEROSENE,26,Witchcliff,101.90,2.673700,272.45
,,11/22/2019,#2 HEATING OIL,29,Studio 5+6,139.40,2.308900,321.86
,,11/22/2019,LIQUID PROPANE,8,Arts & Sci + Gates,536.70,1.010970,542.59
,,11/22/2019,LIQUID PROPANE,9,Pottery Studio,94.90,1.010970,95.94
,,11/25/2019,#2 HEATING OIL,17,Blair Tyson,613.30,2.293600,1406.66
,,11/27/2019,#2 HEATING OIL,24,Dorr NHM,143.80,2.321470,333.83
,,11/27/2019,#2 HEATING OIL,4,Cottage,87.60,2.321470,203.36
,,11/29/2019,DYED KEROSENE,1,Peach House,64.70,2.675670,173.12
,,11/29/2019,#2 HEATING OIL,3,Seafox,264.50,2.307370,610.30
,,11/29/2019,LIQUID PROPANE,37,Turrets Annex,202.20,1.010970,204.42
,,12/02/2019,#2 HEATING OIL,21,Davis Center,326.80,2.307370,754.05
,,12/02/2019,#2 HEATING OIL,24,Dorr NHM,162.00,2.307370,373.79
,,12/02/2019,LIQUID PROPANE,35,B&G,72.40,1.010970,73.19
,,12/02/2019,LIQUID PROPANE,8,Arts & Sci + Gates,621.70,1.010970,628.52
,,12/04/2019,#2 HEATING OIL,17,Blair Tyson,255.90,2.238770,572.90
,,12/04/2019,#2 HEATING OIL,24,Dorr NHM,60.80,2.238770,136.12
,,12/05/2019,LIQUID PROPANE,14,171 Beech Hill Road,23.20,1.010970,23.45
,,12/05/2019,LIQUID PROPANE,14,171 Beech Hill Road,8.00,1.010970,8.09
,,12/06/2019,#2 HEATING OIL,24,Dorr NHM,65.90,2.292870,151.10
,,12/07/2019,DYED KEROSENE,26,Witchcliff,107.80,2.703770,291.47
,,12/07/2019,DYED KEROSENE,27,Witchcliff Apartments,118.60,2.703770,320.67
,,12/09/2019,LIQUID PROPANE,10,Hatchery,32.30,1.010970,32.65
,,12/09/2019,LIQUID PROPANE,35,B&G,51.60,1.010970,52.17
,,12/10/2019,LIQUID PROPANE,32,BHF Farm House,12.80,1.010970,12.94
,,12/11/2019,#2 HEATING OIL,24,Dorr NHM,154.10,2.327870,358.72
,,12/11/2019,#2 HEATING OIL,3,Seafox,239.40,2.327870,557.29
,,12/11/2019,#2 HEATING OIL,33,PRF,127.20,2.407870,306.28
,,12/12/2019,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,53.20,1.010970,53.78
,,12/13/2019,#2 HEATING OIL,24,Dorr NHM,73.00,2.311670,168.75
,,12/16/2019,#2 HEATING OIL,11,Kaelber,1205.30,2.346270,2827.96
,,12/16/2019,#2 HEATING OIL,17,Blair Tyson,331.30,2.346270,777.32
,,12/16/2019,LIQUID PROPANE,35,B&G,48.10,1.010970,48.63
,,12/16/2019,LIQUID PROPANE,8,Arts & Sci + Gates,830.00,1.010970,839.11
,,12/17/2019,LIQUID PROPANE,38,BHF New Greenhouse,2.30,1.010970,2.33
,,12/18/2019,#2 HEATING OIL,21,Davis Center,259.60,2.393270,621.29
,,12/18/2019,#2 HEATING OIL,24,Dorr NHM,155.30,2.393270,371.67
,,12/18/2019,#2 HEATING OIL,5,Turrets,436.80,2.393270,1045.38
,,12/20/2019,DYED KEROSENE,1,Peach House,74.30,2.773670,206.08
,,12/20/2019,DYED KEROSENE,26,Witchcliff,110.30,2.773670,305.94
,,12/20/2019,LIQUID PROPANE,35,B&G,30.10,1.010970,30.43
,,12/20/2019,LIQUID PROPANE,37,Turrets Annex,212.30,1.010970,214.63
,,12/20/2019,LIQUID PROPANE,9,Pottery Studio,18.20,1.010970,18.40
,,12/23/2019,#2 HEATING OIL,20,Carriage,149.70,2.380170,356.31
,,12/23/2019,#2 HEATING OIL,3,Seafox,221.10,2.380170,526.26
,,12/24/2019,LIQUID PROPANE,38,BHF New Greenhouse,3.00,1.010970,3.03
,,12/26/2019,#2 HEATING OIL,24,Dorr NHM,225.50,2.395170,540.11
,,12/26/2019,LIQUID PROPANE,35,B&G,47.50,1.010970,48.02
,,12/27/2019,#2 HEATING OIL,33,PRF,95.10,2.491970,236.99
,,12/27/2019,LIQUID PROPANE,8,Arts & Sci + Gates,857.60,1.010970,867.01
,,12/28/2019,#2 HEATING OIL,17,Blair Tyson,436.00,2.410470,1050.96
,,12/28/2019,#2 HEATING OIL,24,Dorr NHM,32.10,2.410470,77.38
,,12/28/2019,#2 HEATING OIL,29,Studio 5+6,144.70,2.410470,348.80
,,12/30/2019,#2 HEATING OIL,21,Davis Center,222.50,2.410470,536.33
,,12/30/2019,LIQUID PROPANE,31,Davis Village,247.80,1.010970,250.52
,,12/30/2019,#2 HEATING OIL,4,Cottage,105.10,2.410470,253.34
,,01/02/2020,#2 HEATING OIL,24,Dorr NHM,154.30,2.390670,368.88
,,01/03/2020,DYED KEROSENE,26,Witchcliff,112.90,2.770370,312.77
,,01/03/2020,LIQUID PROPANE,35,B&G,60.20,1.010970,60.86
,,01/06/2020,LIQUID PROPANE,10,Hatchery,40.70,1.010970,41.15
,,01/06/2020,#2 HEATING OIL,24,Dorr NHM,133.70,2.423370,324.00
,,01/06/2020,#2 HEATING OIL,3,Seafox,253.20,2.423370,613.60
,,01/06/2020,LIQUID PROPANE,31,Davis Village,187.90,1.010970,189.96
,,01/06/2020,#2 HEATING OIL,5,Turrets,230.40,2.423370,558.34
,,01/08/2020,#2 HEATING OIL,24,Dorr NHM,62.50,2.395240,149.70
,,01/08/2020,DYED KEROSENE,27,Witchcliff Apartments,157.00,2.779540,436.39
,,01/08/2020,LIQUID PROPANE,8,Arts & Sci + Gates,704.30,1.010970,712.03
