,,Delivery Date,Fuel Type,Tank #,Building,Gallons,Unit Cost,Cost
,,03/28/2014,#2 HEATING OIL,29,Studio 5+6,162.10,3.325200,539.01
,,03/31/2014,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,227.00,1.648200,374.14
,,03/31/2014,#2 HEATING OIL,17,Blair Tyson,367.60,3.337600,1226.90
,,03/31/2014,#2 HEATING OIL,24,Dorr NHM,128.10,3.337600,427.55
,,03/31/2014,LIQUID PROPANE,8,Arts & Sci + Gates,864.10,1.648200,1424.21
,,04/04/2014,#2 HEATING OIL,3,Seafox,373.60,3.295200,1231.09
,,04/07/2014,LIQUID PROPANE,35,B&G,77.20,1.648200,127.24
,,04/07/2014,LIQUID PROPANE,37,Turrets Annex,191.10,1.648200,314.97
,,04/07/2014,LIQUID PROPANE,8,Arts & Sci + Gates,378.80,1.648200,624.34
,,04/07/2014,LIQUID PROPANE,9,Pottery Studio,67.30,1.648200,110.92
,,04/11/2014,#2 HEATING OIL,11,Kaelber,900.00,3.306400,2975.76
,,04/11/2014,#2 HEATING OIL,21,Davis Center,252.70,3.306400,835.53
,,04/11/2014,#2 HEATING OIL,24,Dorr NHM,50.00,3.306400,165.32
,,04/11/2014,#2 HEATING OIL,24,Dorr NHM,4.10,3.306400,13.56
,,04/11/2014,#2 HEATING OIL,4,Cottage,175.40,3.306400,579.94
,,04/15/2014,LIQUID PROPANE,14,171 Beech Hill Road,31.00,1.604300,49.73
,,04/15/2014,LIQUID PROPANE,8,Arts & Sci + Gates,208.90,1.604300,335.14
,,04/16/2014,#2 HEATING OIL,24,Dorr NHM,134.30,3.348200,449.66
,,04/16/2014,#2 HEATING OIL,33,PRF,156.00,3.408200,531.68
,,04/18/2014,#2 HEATING OIL,17,Blair Tyson,485.80,3.355600,1630.15
,,04/18/2014,#2 HEATING OIL,5,Turrets,275.70,3.355600,925.14
,,04/22/2014,#2 HEATING OIL,3,Seafox,240.60,3.327800,800.67
,,04/22/2014,LIQUID PROPANE,35,B&G,58.50,1.636900,95.76
,,04/22/2014,LIQUID PROPANE,36,Greenhouse,5.70,1.636900,9.33
,,04/22/2014,LIQUID PROPANE,7,Kaelber,286.20,1.636900,468.48
,,04/22/2014,LIQUID PROPANE,8,Arts & Sci + Gates,475.20,1.636900,777.85
,,04/22/2014,LIQUID PROPANE,9,Pottery Studio,30.50,1.636900,49.93
,,04/25/2014,LIQUID PROPANE,10,Hatchery,26.80,1.634500,43.80
,,04/25/2014,LIQUID PROPANE,31,Davis Village,109.60,1.634500,188.99
,,04/28/2014,#2 HEATING OIL,20,Davis Carriage,106.70,3.296200,351.70
,,04/28/2014,#2 HEATING OIL,24,Dorr NHM,146.20,3.296200,481.90
,,04/28/2014,LIQUID PROPANE,37,Turrets Annex,200.00,1.634500,326.90
,,05/02/2014,#2 HEATING OIL,26,Witchcliff,153.80,3.206900,493.22
,,05/02/2014,LIQUID PROPANE,31,Davis Village,132.00,1.652000,230.05
,,05/02/2014,LIQUID PROPANE,35,B&G,17.90,1.652000,29.57
,,05/05/2014,#2 HEATING OIL,17,Blair Tyson,424.10,3.239700,1373.96
,,05/05/2014,#2 HEATING OIL,27,Witchcliff Apartments,152.60,3.239700,494.38
,,05/05/2014,LIQUID PROPANE,9,Pottery Studio,23.70,1.652000,39.15
,,05/06/2014,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,193.10,1.652000,319.00
,,05/06/2014,LIQUID PROPANE,8,Arts & Sci + Gates,425.20,1.652000,702.43
,,05/09/2014,#2 HEATING OIL,11,Kaelber,700.00,3.241500,2269.05
,,05/09/2014,#2 HEATING OIL,21,Davis Center,226.70,3.241500,734.85
,,05/09/2014,#2 HEATING OIL,3,Seafox,234.30,3.241500,759.48
,,05/12/2014,#2 HEATING OIL,1,Peach House,153.20,3.223300,493.81
,,05/12/2014,#2 HEATING OIL,24,Dorr NHM,104.30,3.223300,336.19
,,05/15/2014,LIQUID PROPANE,9,Pottery Studio,12.60,1.612700,20.32
,,05/19/2014,#2 HEATING OIL,17,Blair Tyson,259.10,3.228700,836.56
,,05/19/2014,#2 HEATING OIL,5,Turrets,212.40,3.228700,685.78
,,05/23/2014,#2 HEATING OIL,3,Seafox,92.90,3.223700,299.48
,,05/23/2014,LIQUID PROPANE,8,Arts & Sci + Gates,128.40,1.578400,202.67
,,05/27/2014,LIQUID PROPANE,37,Turrets Annex,120.10,1.578400,189.57
,,05/28/2014,LIQUID PROPANE,14,171 Beech Hill Road,20.70,1.578400,32.67
,,05/28/2014,#2 HEATING OIL,4,Cottage,121.70,3.213800,391.12
,,06/02/2014,#2 HEATING OIL,24,Dorr NHM,121.70,3.160300,384.61
,,06/02/2014,#2 HEATING OIL,33,PRF,119.70,3.220300,385.47
,,06/06/2014,#2 HEATING OIL,17,Blair Tyson,377.70,3.124600,1180.16
,,06/10/2014,LIQUID PROPANE,8,Arts & Sci + Gates,282.90,1.538900,435.35
,,06/13/2014,#2 HEATING OIL,11,Kaelber,500.00,3.263200,1631.60
,,06/20/2014,#2 HEATING OIL,29,Studio 5+6,240.50,3.307200,795.38
,,06/23/2014,LIQUID PROPANE,25,Davis Center,9.00,1.527700,13.75
,,06/23/2014,#2 HEATING OIL,3,Seafox,101.10,3.307700,334.41
,,07/08/2014,LIQUID PROPANE,7,Kaelber,168.90,1.568800,264.97
,,07/11/2014,LIQUID PROPANE,31,Davis Village,104.10,1.547000,169.90
,,07/15/2014,LIQUID PROPANE,14,171 Beech Hill Road,21.80,1.547000,33.72
,,07/18/2014,#2 HEATING OIL,17,Blair Tyson,436.30,3.097300,1351.35
,,07/23/2014,#2 HEATING OIL,11,Kaelber,300.00,3.089100,926.73
,,07/28/2014,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,166.30,1.550600,257.86
,,07/28/2014,LIQUID PROPANE,31,Davis Village,189.60,1.550600,310.16
,,08/04/2014,LIQUID PROPANE,31,Davis Village,78.40,1.538800,127.28
,,08/14/2014,LIQUID PROPANE,31,Davis Village,127.10,1.512400,202.80
,,08/20/2014,#2 HEATING OIL,20,Davis Carriage,100.00,3.064600,306.46
,,08/25/2014,#2 HEATING OIL,17,Blair Tyson,263.40,3.087000,813.12
,,08/26/2014,LIQUID PROPANE,31,Davis Village,155.50,1.533400,251.55
,,08/29/2014,#2 HEATING OIL,24,Dorr NHM,68.40,3.100500,212.07
,,09/05/2014,LIQUID PROPANE,31,Davis Village,127.10,1.542100,206.78
,,09/09/2014,LIQUID PROPANE,14,171 Beech Hill Road,27.10,1.542100,41.79
,,09/16/2014,LIQUID PROPANE,31,Davis Village,183.50,1.578100,305.51
,,09/17/2014,#2 HEATING OIL,1,Peach House,44.00,2.984700,131.33
,,09/17/2014,#2 HEATING OIL,27,Witchcliff Apartments,148.40,2.984700,442.93
,,09/17/2014,#2 HEATING OIL,3,Seafox,234.30,2.984700,699.32
,,09/19/2014,LIQUID PROPANE,37,Turrets Annex,50.50,1.603900,81.00
,,09/22/2014,#2 HEATING OIL,17,Blair Tyson,447.30,2.952000,1320.43
,,09/23/2014,LIQUID PROPANE,8,Arts & Sci + Gates,473.50,1.603900,759.45
,,09/25/2014,LIQUID PROPANE,9,Pottery Studio,37.90,1.603900,60.79
,,09/29/2014,#2 HEATING OIL,21,Davis Center,176.90,2.971800,525.71
,,10/13/2014,LIQUID PROPANE,7,Kaelber,242.50,1.679000,407.16
,,10/15/2014,#2 HEATING OIL,17,Blair Tyson,338.10,2.752300,930.55
,,10/15/2014,#2 HEATING OIL,24,Dorr NHM,109.80,2.752300,302.20
,,10/15/2014,#2 HEATING OIL,26,Witchcliff,180.90,2.752300,497.89
,,10/20/2014,#2 HEATING OIL,3,Seafox,181.40,2.776100,503.58
,,10/20/2014,LIQUID PROPANE,35,B&G,78.20,1.551900,121.36
,,10/20/2014,#2 HEATING OIL,5,Turrets,93.20,2.776100,258.73
,,10/21/2014,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,111.40,1.551900,172.88
,,10/22/2014,#2 HEATING OIL,11,Kaelber,700.00,2.780100,1946.07
,,10/24/2014,#2 HEATING OIL,33,PRF,181.50,2.794000,507.11
,,10/29/2014,LIQUID PROPANE,37,Turrets Annex,124.20,1.511700,187.75
,,10/29/2014,LIQUID PROPANE,9,Pottery Studio,8.40,1.511700,12.70
,,10/30/2014,LIQUID PROPANE,14,171 Beech Hill Road,23.60,1.511700,35.68
,,10/31/2014,LIQUID PROPANE,8,Arts & Sci + Gates,576.50,1.512100,871.73
,,11/03/2014,#2 HEATING OIL,17,Blair Tyson,340.40,2.743600,933.92
,,11/06/2014,#2 HEATING OIL,24,Dorr NHM,155.80,2.720600,423.87
,,11/06/2014,#2 HEATING OIL,4,Cottage,91.00,2.720500,247.57
,,11/07/2014,LIQUID PROPANE,35,B&G,25.40,1.512200,38.41
,,11/10/2014,#2 HEATING OIL,21,Davis Center,251.10,2.676800,672.14
,,11/10/2014,#2 HEATING OIL,29,Studio 5+6,70.10,2.676700,187.64
,,11/10/2014,#2 HEATING OIL,3,Seafox,281.60,2.676800,753.79
,,11/10/2014,LIQUID PROPANE,8,Arts & Sci + Gates,460.00,1.522600,700.40
,,11/11/2014,#2 HEATING OIL,20,Davis Carriage,155.90,2.713900,423.10
,,11/14/2014,#2 HEATING OIL,27,Witchcliff Apartments,156.60,2.659500,416.48
,,11/14/2014,LIQUID PROPANE,9,Pottery Studio,31.80,1.522600,48.42
,,11/17/2014,#2 HEATING OIL,17,Blair Tyson,290.90,2.575300,749.15
,,11/17/2014,LIQUID PROPANE,37,Turrets Annex,124.60,1.483500,184.84
,,11/18/2014,LIQUID PROPANE,8,Arts & Sci + Gates,459.50,1.483500,681.67
,,11/19/2014,#2 HEATING OIL,5,Turrets,220.30,2.608700,574.70
,,11/21/2014,#2 HEATING OIL,24,Dorr NHM,179.90,2.543200,457.52
,,11/21/2014,LIQUID PROPANE,35,B&G,73.90,1.483500,109.63
,,11/22/2014,LIQUID PROPANE,32,BHF Farm House,18.10,1.417100,25.65
,,11/24/2014,#2 HEATING OIL,33,PRF,141.40,2.623000,370.89
,,11/25/2014,LIQUID PROPANE,10,Hatchery,37.40,1.417400,53.01
,,11/26/2014,#2 HEATING OIL,3,Seafox,186.30,2.576300,479.96
,,11/26/2014,LIQUID PROPANE,8,Arts & Sci + Gates,443.20,1.417300,628.15
,,11/26/2014,LIQUID PROPANE,9,Pottery Studio,59.40,1.417300,84.19
,,12/01/2014,#2 HEATING OIL,21,Davis Center,254.70,2.563900,653.03
,,12/01/2014,DYED KEROSENE,26,Witchcliff,210.30,3.300100,694.01
,,12/03/2014,#2 HEATING OIL,1,Peach House,147.50,2.435900,359.30
,,12/03/2014,#2 HEATING OIL,11,Kaelber,1095.60,2.435900,2668.77
,,12/03/2014,#2 HEATING OIL,17,Blair Tyson,388.50,2.435900,946.35
,,12/03/2014,LIQUID PROPANE,37,Turrets Annex,133.30,1.404100,187.17
,,12/04/2014,#2 HEATING OIL,24,Dorr NHM,202.30,2.356300,476.68
,,12/05/2014,LIQUID PROPANE,35,B&G,56.80,1.404000,79.75
,,12/05/2014,LIQUID PROPANE,8,Arts & Sci + Gates,662.00,1.404100,929.51
,,12/05/2014,LIQUID PROPANE,9,Pottery Studio,32.60,1.404000,45.77
,,12/08/2014,#2 HEATING OIL,29,Studio 5+6,110.10,2.321100,255.55
,,12/09/2014,#2 HEATING OIL,11,Kaelber,763.10,2.301300,1756.12
,,12/09/2014,#2 HEATING OIL,3,Seafox,200.50,2.301300,461.41
,,12/09/2014,#2 HEATING OIL,4,Cottage,127.40,2.301300,293.19
,,12/09/2014,#2 HEATING OIL,5,Turrets,285.80,2.301300,657.71
,,12/09/2014,LIQUID PROPANE,7,Kaelber,190.70,1.286900,245.41
,,12/10/2014,DYED KEROSENE,27,Witchcliff Apartments,108.10,2.770800,299.52
,,12/12/2014,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,113.20,1.286900,145.68
,,12/12/2014,#2 HEATING OIL,20,Davis Carriage,169.00,2.236900,378.04
,,12/12/2014,#2 HEATING OIL,24,Dorr NHM,145.20,2.236900,324.80
,,12/12/2014,LIQUID PROPANE,31,Davis Village,107.50,1.286900,145.95
,,12/12/2014,LIQUID PROPANE,8,Arts & Sci + Gates,545.50,1.286900,702.00
,,12/15/2014,#2 HEATING OIL,17,Blair Tyson,321.60,2.254200,724.95
,,12/15/2014,LIQUID PROPANE,9,Pottery Studio,50.80,1.221900,62.07
,,12/17/2014,#2 HEATING OIL,33,PRF,138.30,2.247100,310.77
,,12/19/2014,#2 HEATING OIL,21,Davis Center,240.40,2.199800,528.83
,,12/19/2014,LIQUID PROPANE,35,B&G,57.60,1.221900,70.38
,,12/22/2014,LIQUID PROPANE,37,Turrets Annex,184.00,1.243400,228.79
,,12/22/2014,LIQUID PROPANE,8,Arts & Sci + Gates,971.50,1.243400,1207.96
,,12/24/2014,#2 HEATING OIL,24,Dorr NHM,194.10,2.125200,412.50
,,12/26/2014,LIQUID PROPANE,9,Pottery Studio,49.90,1.243500,62.05
,,12/27/2014,LIQUID PROPANE,8,Arts & Sci + Gates,305.80,1.248600,381.82
,,12/29/2014,DYED KEROSENE,26,Witchcliff,181.50,2.663100,483.35
,,12/29/2014,#2 HEATING OIL,3,Seafox,148.60,2.103300,312.55
,,01/03/2015,#2 HEATING OIL,17,Blair Tyson,489.60,2.038900,998.25
,,01/03/2015,#2 HEATING OIL,5,Turrets,373.20,2.038900,760.92
,,01/05/2015,#2 HEATING OIL,11,Kaelber,1318.40,2.038900,2688.09
,,01/05/2015,#2 HEATING OIL,24,Dorr NHM,192.00,2.038900,391.47
,,01/05/2015,LIQUID PROPANE,35,B&G,75.70,1.204400,91.17
,,01/05/2015,LIQUID PROPANE,8,Arts & Sci + Gates,912.90,1.204300,1099.41
,,01/06/2015,LIQUID PROPANE,9,Pottery Studio,68.90,1.204400,82.98
,,01/07/2015,#2 HEATING OIL,29,Studio 5+6,112.10,2.008900,225.20
,,01/09/2015,LIQUID PROPANE,10,Hatchery,17.60,1.204500,21.20
,,01/09/2015,#2 HEATING OIL,20,Carriage,174.60,1.999000,349.03
,,01/09/2015,#2 HEATING OIL,21,Davis Center,341.20,1.999000,682.06
,,01/12/2015,DYED KEROSENE,1,Peach House,110.80,2.402500,266.20
,,01/12/2015,LIQUID PROPANE,14,171 Beech Hill Road,22.20,1.158600,25.72
,,01/12/2015,#2 HEATING OIL,33,PRF,185.20,2.107300,390.27
,,01/12/2015,LIQUID PROPANE,37,Turrets Annex,239.20,1.158700,277.16
,,01/12/2015,LIQUID PROPANE,8,Arts & Sci + Gates,1005.10,1.158700,1164.61
,,01/13/2015,#2 HEATING OIL,24,Dorr NHM,219.70,2.047300,449.79
,,01/13/2015,#2 HEATING OIL,4,Cottage,167.70,2.051500,344.04
,,01/14/2015,#2 HEATING OIL,24,Dorr NHM,25.10,1.998800,50.17
,,01/14/2015,DYED KEROSENE,27,Witchcliff Apartments,177.30,2.353900,417.35
,,01/14/2015,LIQUID PROPANE,9,Pottery Studio,51.80,1.158700,60.02
,,01/15/2015,#2 HEATING OIL,17,Blair Tyson,512.70,1.965500,1007.71
,,01/15/2015,DYED KEROSENE,26,Witchcliff,181.40,2.325500,421.85
,,01/15/2015,#2 HEATING OIL,3,Seafox,406.90,1.965500,799.76
,,01/16/2015,LIQUID PROPANE,35,B&G,75.00,1.158700,86.90
,,01/16/2015,#2 HEATING OIL,5,Turrets,303.20,1.987100,602.49
,,01/16/2015,LIQUID PROPANE,8,Arts & Sci + Gates,600.10,1.158700,695.34
,,01/20/2015,LIQUID PROPANE,36,Greenhouse,1.90,1.157900,2.20
,,01/20/2015,LIQUID PROPANE,8,Arts & Sci + Gates,388.30,1.156000,448.87
,,01/20/2015,LIQUID PROPANE,9,Pottery Studio,32.70,1.156000,37.80
,,01/21/2015,#2 HEATING OIL,24,Dorr NHM,150.20,1.976700,296.90
,,01/23/2015,#2 HEATING OIL,21,Davis Center,318.50,1.962300,624.99
,,01/24/2015,LIQUID PROPANE,15,BHF Main Bldg/2 Greenhouses,13.90,1.192800,16.58
,,01/24/2015,#2 HEATING OIL,17,Blair Tyson,320.20,1.964900,629.16
,,01/26/2015,#2 HEATING OIL,24,Dorr NHM,108.10,1.964900,212.41
,,01/26/2015,LIQUID PROPANE,8,Arts & Sci + Gates,669.20,1.192500,798.02
,,01/29/2015,#2 HEATING OIL,11,Kaelber,1500.10,1.955400,2933.30
,,01/29/2015,LIQUID PROPANE,35,B&G,78.00,1.192600,93.02
,,01/29/2015,LIQUID PROPANE,37,Turrets Annex,207.90,1.192500,247.92
,,01/29/2015,LIQUID PROPANE,9,Pottery Studio,60.00,1.192500,71.55
,,01/30/2015,#2 HEATING OIL,20,Carriage,153.20,1.930800,295.80
,,01/30/2015,#2 HEATING OIL,3,Seafox,393.70,1.930800,760.16
,,01/30/2015,LIQUID PROPANE,8,Arts & Sci + Gates,579.50,1.192500,691.05
,,01/31/2015,#2 HEATING OIL,24,Dorr NHM,125.10,1.924200,240.72
,,01/31/2015,#2 HEATING OIL,5,Turrets,354.10,1.924200,681.36
,,02/01/2015,DYED KEROSENE,26,Witchcliff,157.00,2.311700,362.94
,,02/03/2015,#2 HEATING OIL,33,PRF,196.10,2.060700,404.10
,,02/03/2015,LIQUID PROPANE,7,Kaelber,132.70,1.189500,157.85
,,02/04/2015,#2 HEATING OIL,17,Blair Tyson,514.10,2.079900,1069.28
,,02/04/2015,LIQUID PROPANE,8,Arts & Sci + Gates,711.00,1.189500,845.73
,,02/04/2015,LIQUID PROPANE,9,Pottery Studio,45.90,1.189500,54.60
,,02/05/2015,#2 HEATING OIL,21,Davis Center,340.00,2.169400,737.60
,,02/05/2015,#2 HEATING OIL,29,Studio 5+6,182.40,2.169400,395.70
,,02/07/2015,#2 HEATING OIL,24,Dorr NHM,211.80,2.129700,451.07
,,02/07/2015,DYED KEROSENE,26,Witchcliff,73.70,2.457300,181.10
,,02/07/2015,LIQUID PROPANE,35,B&G,70.40,1.213900,85.46
,,02/08/2015,DYED KEROSENE,27,Witchcliff Apartments,207.30,2.457200,509.38
,,02/09/2015,#2 HEATING OIL,3,Seafox,313.80,2.129700,668.30
,,02/09/2015,#2 HEATING OIL,4,Cottage,187.40,2.129700,399.11
,,02/09/2015,LIQUID PROPANE,8,Arts & Sci + Gates,652.00,1.213900,791.46
,,02/11/2015,#2 HEATING OIL,5,Turrets,320.00,2.188400,700.29
,,02/11/2015,LIQUID PROPANE,9,Pottery Studio,58.70,1.214000,71.26
,,02/12/2015,#2 HEATING OIL,24,Dorr NHM,126.80,2.159900,273.88
,,02/12/2015,LIQUID PROPANE,37,Turrets Annex,224.60,1.213900,272.64
,,02/14/2015,#2 HEATING OIL,17,Blair Tyson,447.60,2.248100,1006.25
,,02/14/2015,LIQUID PROPANE,8,Arts & Sci + Gates,613.10,1.249300,765.95
,,02/16/2015,#2 HEATING OIL,21,Davis Center,328.00,2.248100,737.38
,,02/17/2015,DYED KEROSENE,1,Peach House,167.10,2.718200,454.21
,,02/17/2015,LIQUID PROPANE,35,B&G,67.90,1.249300,84.83
,,02/17/2015,LIQUID PROPANE,9,Pottery Studio,43.00,1.249300,53.72
,,02/18/2015,#2 HEATING OIL,20,Carriage,143.20,2.328400,333.43
,,02/18/2015,#2 HEATING OIL,24,Dorr NHM,195.40,2.328400,454.97
,,02/18/2015,#2 HEATING OIL,3,Seafox,302.90,2.328400,705.27
